[1418, AA-LEC, 6.5 Wk 1, MoWe 2:45PM - 5:15PM, FG B050 SGW, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[2329, F FA-TUT, 13 Wk, Fr 2:15PM - 3:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2328, F FB-TUT, 13 Wk, Fr 4:15PM - 5:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6737, F FC-TUT, 13 Wk, Fr 5:45PM - 6:35PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7441, F FD-TUT, 13 Wk, Mo 5:45PM - 6:35PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2327, M-LEC, 13 Wk, TuTh 8:45AM - 10:00AM, FG B060 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2326, M MA-TUT, 13 Wk, Fr 3:15PM - 4:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2325, M MB-TUT, 13 Wk, Fr 3:15PM - 4:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2324, M MC-TUT, 13 Wk, Mo 3:15PM - 4:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7442, M MD-TUT, 13 Wk, Mo 2:15PM - 3:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2322, S-LEC, 13 Wk, TuTh 4:15PM - 5:30PM, H 411 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2323, S SA-TUT, 13 Wk, Fr 2:15PM - 3:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2331, S SB-TUT, 13 Wk, Fr 4:15PM - 5:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6738, S SC-TUT, 13 Wk, Fr 5:45PM - 6:35PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7443, S SD-TUT, 13 Wk, Mo 4:15PM - 5:05PM, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2292, UU-LEC, 13 Wk, Th 5:45PM - 8:15PM, H 531 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2291, UUUA-TUT, 13 Wk, Th 8:30PM - 9:20PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2290, UUUB-TUT, 13 Wk, Th 8:30PM - 9:20PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4970, UUUC-TUT, 13 Wk, Th 8:30PM - 9:20PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2289, V-LEC, 13 Wk, TuTh 1:15PM - 2:30PM, FG B060 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2288, V VA-TUT, 13 Wk, Fr 11:45AM - 12:35PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2287, V VB-TUT, 13 Wk, Fr 1:15PM - 2:05PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4971, V VC-TUT, 13 Wk, Fr 11:45AM - 12:35PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4972, V VD-TUT, 13 Wk, Fr 1:15PM - 2:05PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2286, X-LEC, 13 Wk, WeFr 8:45AM - 10:00AM, FG B060 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2284, X XA-TUT, 13 Wk, Fr 1:15PM - 2:05PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2285, X XB-TUT, 13 Wk, Fr 3:15PM - 4:05PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4973, X XC-TUT, 13 Wk, Fr 3:15PM - 4:05PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4974, X XD-TUT, 13 Wk, Fr 4:30PM - 5:20PM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1525, AA-LEC, 6.5 Wk 1, TuTh 8:45AM - 11:30AM, H 920 SGW, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[1523, AB-LEC, 6.5 Wk 1, TuTh 11:45AM - 2:30PM, H 920 SGW, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[1524, CC-LEC, 6.5 Wk 2, TuTh 8:45AM - 11:30AM, H 420 SGW, Staff, 06/26/2019 - 08/12/2019, Summer 2019]
[3471, CD-LEC, 6.5 Wk 2, TuTh 8:45AM - 11:30AM, FG B040 SGW, Staff, 06/26/2019 - 08/12/2019, Summer 2019]
[2334, D-LEC, 13 Wk, Fr 8:45AM - 11:30AM, FG B050 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2332, EE-LEC, 13 Wk, Tu 5:45PM - 8:15PM, H 561 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2333, F-LEC, 13 Wk, Mo 2:45PM - 5:30PM, FG B050 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6748, G-LEC, 13 Wk, We 2:45PM - 5:30PM, FG B050 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2295, P-LEC, 13 Wk, Fr 8:45AM - 11:30AM, FG B040 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2294, Q-LEC, 13 Wk, Mo 2:45PM - 5:30PM, FG B040 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2293, RR-LEC, 13 Wk, Tu 5:45PM - 8:15PM, H 407 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4976, S-LEC, 13 Wk, We 2:45PM - 5:30PM, FG B040 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1526, BB-LEC, 13 Wk, TBA, TBA, Staff, 05/06/2019 - 08/12/2019, Summer 2019]
[2335, F-LEC, 13 Wk, TBA, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2297, W-LEC, 13 Wk, TBA, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1527, BB-LEC, 13 Wk, TBA, TBA, Staff, 05/06/2019 - 08/12/2019, Summer 2019]
[2336, F-LEC, 13 Wk, TBA, TBA, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5432, W-LEC, 13 Wk, TBA, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[7703, A-LEC, 13 Wk, Fr 12:15PM - 2:45PM, EV 1.615 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5792, A-LEC, 13 Wk, Fr 9:00AM - 11:30AM, EV 1.615 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1822, 51-LEC, 13 Wk, Th 5:45PM - 8:30PM, CJ 1.114 LOY, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1753, 52-LEC, 13 Wk, Th 5:45PM - 8:30PM, CJ 1.114 LOY, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4417, EC-LEC, 6.5 Wk 1, TBA, ONLINE, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[8698, A-LEC, 13 Wk, Fr 1:15PM - 4:00PM, H 509 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2212, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2117, AA-LEC, 13 Wk, We 8:30PM - 10:45PM, H 509 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2116, B-LEC, 13 Wk, Fr 1:15PM - 4:00PM, H 509 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4313, AA-LEC, 6.5 Wk 1, TuTh 2:45PM - 5:30PM, H 501 SGW, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[6351, A-LEC, 13 Wk, MoWe 4:15PM - 5:30PM, H 521 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5486, B-LEC, 13 Wk, TuTh 8:45AM - 10:00AM, MB 2.445 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[6331, A-LEC, 13 Wk, Th 8:45AM - 12:45PM, LB 125 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7783, A-LEC, 13 Wk, Th 8:45AM - 12:45PM, LB 125 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[7040, A-LEC, 13 Wk, TuTh 1:15PM - 2:30PM, H 507 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[9204, AA-LEC, 13 Wk, Mo 8:30PM - 10:45PM, H 420 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5095, A-LEC, 13 Wk, WeFr 8:45AM - 10:00AM, H 553 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3515, B-LEC, 13 Wk, WeFr 8:45AM - 10:00AM, GN M100 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3152, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 05/06/2019 - 08/12/2019, Summer 2019]
[5096, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3516, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[5101, A-LEC, 13 Wk, MoWe 2:45PM - 4:00PM, H 920 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5102, A A-CON, 13 Wk, Mo 4:15PM - 5:00PM, S201 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5100, A B-CON, 13 Wk, Mo 5:00PM - 5:45PM, S201 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7131, A C-CON, 13 Wk, Mo 4:15PM - 5:00PM, S05 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7132, A D-CON, 13 Wk, Mo 5:00PM - 5:45PM, S05 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3521, B-LEC, 13 Wk, Mo 11:45AM - 2:30PM, H 920 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3520, B A-CON, 13 Wk, Mo 2:45PM - 3:30PM, S201 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3522, B B-CON, 13 Wk, Mo 3:30PM - 4:15PM, S201 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[5365, B C-CON, 13 Wk, Mo 4:15PM - 5:00PM, S201 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[5366, B D-CON, 13 Wk, Mo 5:00PM - 5:45PM, S201 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[5103, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3523, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[9138, A-LEC, 13 Wk, MoWe 10:15AM - 11:30AM, H 654 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5483, AA-LEC, 13 Wk, MoWe 2:45PM - 4:00PM, GN M100 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3872, A-LEC, 13 Wk, Fr 8:45AM - 11:30AM, MB 3.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[6174, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6173, A-LEC, 13 Wk, MoWe 1:15PM - 2:30PM, FG B030 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1112, A-LEC, 13 Wk, We 11:45AM - 2:30PM, H 937 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7366, AA-TUT, 13 Wk, We 8:45AM - 9:45AM, MB 2.265 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7367, AB-TUT, 13 Wk, We 8:45AM - 9:45AM, MB S1.105 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7369, AC-TUT, 13 Wk, We 8:45AM - 9:45AM, MB S1.255 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7370, AD-TUT, 13 Wk, We 8:45AM - 9:45AM, H 437 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7371, AE-TUT, 13 Wk, We 10:15AM - 11:15AM, MB 2.255 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7372, AF-TUT, 13 Wk, We 10:15AM - 11:15AM, MB 2.265 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7373, AG-TUT, 13 Wk, We 10:15AM - 11:15AM, MB S2.445 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7374, AH-TUT, 13 Wk, We 10:15AM - 11:15AM, MB S2.465 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[9178, BB-LEC, 13 Wk, Tu 6:00PM - 8:15PM, FG B040 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1115, A-LEC, 13 Wk, Fr 10:15AM - 1:00PM, MB 5.255 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1385, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 05/06/2019 - 08/12/2019, Summer 2019]
[1985, A-LEC, 13 Wk, Fr 2:45PM - 5:30PM, MB 1.210 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1983, B-LEC, 13 Wk, WeFr 10:15AM - 11:30AM, H 110 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1986, C-LEC, 13 Wk, Sa 8:45AM - 11:30AM, H 110 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1984, D-LEC, 13 Wk, We 11:45AM - 2:30PM, MB 1.210 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6739, E-LEC, 13 Wk, WeFr 8:45AM - 10:00AM, H 110 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1987, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[9249, F-LEC, 13 Wk, Fr 8:45AM - 11:30AM, MB 1.210 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1909, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1910, G-LEC, 13 Wk, Sa 8:45AM - 11:30AM, H 110 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1908, H-LEC, 13 Wk, Fr 8:45AM - 11:30AM, MB 1.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[7160, I-LEC, 13 Wk, MoWe 10:15AM - 11:30AM, MB 1.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1386, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 05/06/2019 - 08/12/2019, Summer 2019]
[1990, A-LEC, 13 Wk, Sa 11:45AM - 2:30PM, H 110 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1989, B-LEC, 13 Wk, TuTh 1:15PM - 2:30PM, MB 1.210 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6740, C-LEC, 13 Wk, TuTh 2:45PM - 4:00PM, H 110 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1988, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4995, D-LEC, 13 Wk, TuTh 2:45PM - 4:00PM, H 110 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1912, E-LEC, 13 Wk, Sa 11:45AM - 2:30PM, H 110 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1911, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1914, F-LEC, 13 Wk, Fr 11:45AM - 2:30PM, MB 1.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[1913, G-LEC, 13 Wk, MoWe 4:15PM - 5:30PM, MB 1.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2040, AA-LEC, 13 Wk, Tu 8:30PM - 10:45PM, FG B055 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[1962, BB-LEC, 13 Wk, Tu 8:45AM - 11:00AM, FG B080 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3558, CC-LEC, 6.5 Wk 2, TuTh 5:45PM - 8:15PM, H 654 SGW, Staff, 06/26/2019 - 08/12/2019, Summer 2019]
[2185, D-LEC, 13 Wk, Tu 5:45PM - 8:15PM, H 654 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5416, W-LEC, 13 Wk, Tu 5:45PM - 8:30PM, FG B050 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[5571, DD-LEC, 13 Wk, Th 2:45PM - 5:30PM, H 509 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4612, A-LEC, 13 Wk, MoWe 1:15PM - 2:30PM, H 937 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[9966, A-LEC, 13 Wk, MoWe 4:15PM - 5:30PM, H 937 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7656, A-LEC, 13 Wk, Fr 2:45PM - 5:30PM, H 937 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2670, A-LEC, 13 Wk, MoWe 2:45PM - 4:00PM, H 937 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2643, A-LEC, 13 Wk, MoWe 11:45AM - 1:00PM, H 110 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2828, AA-LEC, 13 Wk, We 6:00PM - 8:15PM, H 401 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2829, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[2765, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4737, A-LEC, 13 Wk, MoWe 8:45AM - 10:00AM, MB 3.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3151, B-LEC, 13 Wk, WeFr 10:15AM - 11:30AM, FG B050 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4738, A-LEC, 13 Wk, Fr 1:15PM - 4:00PM, H 411 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7239, B-LEC, 13 Wk, Fr 1:15PM - 4:00PM, GN M100 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3913, A-LEC, 6.5 Wk 1, TuTh 1:15PM - 4:00PM, FG B060 SGW, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[7045, A-LEC, 13 Wk, WeFr 8:45AM - 10:00AM, H 110 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[6922, EC-LEC, 13 Wk, TBA, ONLINE, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[6106, A-LEC, 13 Wk, MoWe 11:45AM - 1:00PM, H 420 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[8135, A-LEC, 13 Wk, MoWe 2:45PM - 4:00PM, H 509 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5335, A-LEC, 13 Wk, Tu 2:45PM - 5:30PM, H 523 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5340, A-LEC, 13 Wk, Mo 2:45PM - 5:30PM, H 423 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6809, A-LEC, 13 Wk, Mo 1:15PM - 4:00PM, MB 1.210 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6810, AA-TUT, 13 Wk, Mo 10:15AM - 11:15AM, MB 3.265 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6830, AB-TUT, 13 Wk, Mo 10:15AM - 11:15AM, MB 3.285 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6831, AC-TUT, 13 Wk, Mo 10:15AM - 11:15AM, MB 2.285 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6832, AD-TUT, 13 Wk, Mo 10:15AM - 11:15AM, MB 1.301 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6833, AE-TUT, 13 Wk, Mo 10:15AM - 11:15AM, MB 2.255 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6834, AF-TUT, 13 Wk, Mo 10:15AM - 11:15AM, MB 2.265 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6835, AG-TUT, 13 Wk, Mo 11:45AM - 12:45PM, MB 2.255 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6836, AH-TUT, 13 Wk, Mo 11:45AM - 12:45PM, MB 2.265 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6837, AI-TUT, 13 Wk, Mo 11:45AM - 12:45PM, MB S1.105 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6838, AJ-TUT, 13 Wk, Mo 11:45AM - 12:45PM, MB S1.255 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6839, AK-TUT, 13 Wk, Mo 11:45AM - 12:45PM, MB S2.445 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6840, AL-TUT, 13 Wk, Mo 11:45AM - 12:45PM, MB S2.105 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[6811, BB-LEC, 13 Wk, Th 6:00PM - 8:15PM, GN M100 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3737, A-LEC, 13 Wk, WeFr 10:15AM - 11:30AM, H 415 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[6791, B-LEC, 13 Wk, Fr 8:45AM - 11:30AM, TBA, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[7638, A-LEC, 13 Wk, TuTh 11:45AM - 1:00PM, H 110 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[7215, A-LEC, 13 Wk, MoWe 2:45PM - 4:00PM, MB 1.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[5503, A-LEC, 13 Wk, Tu 11:45AM - 2:30PM, H 403 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[5502, B-LEC, 13 Wk, Th 2:45PM - 5:30PM, H 633 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3898, C-LEC, 13 Wk, Fr 11:45AM - 2:30PM, H 401 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[6239, A-LEC, 13 Wk, Th 11:45AM - 2:30PM, H 631 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3900, B-LEC, 13 Wk, Tu 11:45AM - 2:30PM, H 403 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3899, C-LEC, 13 Wk, Mo 11:45AM - 2:30PM, H 501 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3997, AA-LEC, 6.5 Wk 1, TuTh 6:30PM - 9:00PM, MB 3.270 SGW, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[4743, A-LEC, 13 Wk, Mo 11:45AM - 2:30PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4744, AA-LEC, 13 Wk, Mo 5:45PM - 8:15PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3157, CC-LEC, 13 Wk, We 5:45PM - 8:15PM, MB 2.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4745, AA-LEC, 13 Wk, Tu 5:45PM - 8:15PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3158, BB-LEC, 13 Wk, Th 5:45PM - 8:15PM, MB 2.210 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[4747, A-LEC, 13 Wk, Mo 2:45PM - 5:30PM, MB S1.401 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3160, AA-LEC, 13 Wk, Th 5:45PM - 8:15PM, MB S2.401 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3161, B-LEC, 13 Wk, Tu 11:45AM - 2:30PM, MB S1.235 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[2932, AA-LEC, 6.5 Wk 1, TuTh 6:30PM - 9:00PM, MB 2.270 SGW, Staff, 05/06/2019 - 06/19/2019, Summer 2019]
[2931, CA-LEC, 6.5 Wk 2, TuTh 6:30PM - 9:00PM, H 620 SGW, Staff, 06/26/2019 - 08/12/2019, Summer 2019]
[4774, 51-LEC, 13 Wk, Mo 8:30PM - 11:00PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4772, A-LEC, 13 Wk, Fr 11:45AM - 2:30PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4775, AA-LEC, 13 Wk, Th 8:30PM - 11:00PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4776, B-LEC, 13 Wk, Tu 2:45PM - 5:30PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4773, BB-LEC, 13 Wk, Th 5:45PM - 8:15PM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[4771, C-LEC, 13 Wk, Fr 8:45AM - 11:30AM, MB 2.270 SGW, Staff, 09/03/2019 - 12/02/2019, Fall 2019]
[3187, 02-LEC, 13 Wk, Th 5:45PM - 8:15PM, MB 2.270 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3191, BB-LEC, 13 Wk, Mo 8:30PM - 11:00PM, MB 2.270 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[5177, CC-LEC, 13 Wk, We 8:30PM - 11:00PM, MB 2.270 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3189, D-LEC, 13 Wk, Mo 8:45AM - 11:30AM, MB 2.270 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3190, E-LEC, 13 Wk, Tu 2:45PM - 5:30PM, MB 2.270 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
[3188, F-LEC, 13 Wk, Fr 8:45AM - 11:30AM, MB 2.270 SGW, Staff, 01/06/2020 - 04/09/2020, Winter 2020]
